idMUNICIPIO,NomeM,POP_2010,POP_2013,POP_2014,POP_2015,POP_2016,QTD_IES,IDH_2010,GINI_2010,PIB_2010,PERCAPITA_2010,UF_idUF
910,Botucatu,127370,133089,134996,136902,138808,1,0.80000001,0.5560,2860583.567,22458.85,26
911,"Centenário Do 5",11178,10986,10922,10859,10795,0,0.66799998,0.4151,94093.582,8417.75,18
912,Cajazeirinhas,3033,3089,3107,3126,3144,0,0.55000001,0.5033,16250.055,5357.75,15
913,Itabela,28399,29195,29460,29726,29991,0,0.59899998,0.5681,251401.206,8852.47,5
914,Paulista,300611,312123,315961,319798,323635,0,0.73199999,0.5047,2129675.177,7084.49,16
915,Venha-ver,3821,3941,3981,4021,4060,0,0.55500001,0.5080,17118.459,4480.10,20
916,"São João Da Paraúna",1692,1592,1559,1526,1493,0,0.72399998,0.5032,24758.940,14632.94,9
917,Panorama,14603,14889,14985,15080,15175,0,0.72200000,0.4643,157578.767,10790.85,26
918,"São Miguel Do Anta",6750,6783,6794,6805,6815,0,0.64399999,0.4470,47366.045,7017.19,11
919,Goiana,75648,76989,77436,77884,78331,0,0.65100002,0.5569,734262.089,9706.30,16
920,Novorizonte,4953,5056,5090,5125,5159,0,0.61600000,0.4386,24211.497,4888.25,11
921,"Quarto Centenário",4856,4713,4665,4618,4570,0,0.70999998,0.6104,88845.064,18295.94,18
922,Buritizeiro,26921,27226,27328,27430,27531,0,0.62400001,0.4269,306341.423,11379.27,11
923,Remanso,39149,40017,40306,40595,40884,0,0.57900000,0.5465,171670.313,4385.05,5
924,Gongogi,8344,7691,7473,7255,7037,0,0.57599998,0.4781,34247.984,4104.50,5
925,Bannach,3434,3330,3296,3261,3226,0,0.59399998,0.6263,35625.533,10374.35,14
926,"Rio Claro",17401,17753,17870,17988,18105,0,0.68300003,0.5228,198519.527,11408.51,19
927,"Buriti Dos Montes",7977,8185,8254,8324,8393,0,0.57400000,0.5702,27358.550,3429.68,17
928,"São João Da Urtiga",4726,4665,4645,4625,4604,0,0.69400001,0.3995,65676.639,13896.88,23
929,Ibicoara,17301,18155,18440,18725,19010,0,0.59100002,0.4907,219116.542,12664.96,5
930,"Duque De Caxias",855046,878923,886882,894841,902800,1,0.71100003,0.4875,26496845.300,30988.80,19
931,"Querência Do 3",11749,11842,11873,11905,11936,0,0.68800002,0.5073,140440.940,11953.44,18
932,"Lucas Do Rio Verde",45545,53414,56037,58660,61282,0,0.76800001,0.4786,1651886.269,36269.32,13
933,Paraguaçu,20241,20631,20761,20891,21020,0,0.71499997,0.4196,292338.178,14442.87,11
934,Irapuã,7284,7472,7534,7597,7660,0,0.71300000,0.3642,104128.484,14295.51,26
935,"Três Corações",72796,75048,75798,76549,77299,0,0.74400002,0.5655,1758233.073,24152.88,11
936,Caçu,13279,14090,14361,14631,14901,0,0.73000002,0.5354,187190.754,14096.75,9
937,"Pouso Redondo",14812,15595,15856,16117,16377,0,0.72000003,0.4285,261258.423,17638.29,24
938,"Santa Rita",32365,34598,35342,36087,36831,0,0.60900003,0.5388,106281.495,3283.84,10
939,"Miguel Alves",32292,33025,33269,33514,33758,0,0.53899997,0.6000,115728.358,3583.81,17
940,Icó,65453,66333,66626,66919,67212,0,0.60600001,0.5612,287336.293,4389.96,6
941,"Matões Do 3",13796,15704,16340,16977,17613,0,0.53299999,0.5754,45814.565,3320.86,10
942,Iretama,10602,10382,10309,10236,10162,0,0.66500002,0.5843,92148.818,8691.64,18
943,"Anísio De Abreu",9094,9672,9865,10058,10251,0,0.59399998,0.5310,29495.081,3243.36,17
944,Viana,49452,51031,51557,52083,52609,0,0.61799997,0.5705,165487.602,3346.43,10
945,"Lindóia Do 5",4642,4572,4548,4525,4501,0,0.74299997,0.4295,88275.224,19016.64,24
946,"Jerônimo Monteiro",10888,11098,11168,11238,11307,0,0.69800001,0.5389,78569.242,7216.13,8
947,Quatiguá,7044,7135,7165,7195,7225,0,0.71399999,0.4286,70509.842,10009.92,18
948,"Nova América Da Colina",3480,3449,3438,3428,3417,0,0.69800001,0.3588,50367.967,14473.55,18
949,Sananduva,15373,15562,15625,15688,15750,0,0.74699998,0.4400,314144.317,20434.81,23
950,"Alto Alegre",1848,1761,1732,1704,1675,0,0.74699998,0.4991,33233.048,17983.25,23
951,Malacacheta,18787,18648,18602,18556,18509,0,0.61799997,0.5399,102929.595,5478.77,11
952,"Cruz Machado",18043,18156,18193,18231,18269,0,0.66399997,0.5463,145686.973,8074.43,18
953,"Igreja Nova",23298,23852,24037,24222,24406,0,0.56800002,0.6630,143400.651,6155.06,2
954,"Faria Lemos",3377,3308,3285,3263,3240,0,0.68699998,0.5150,30785.331,9116.18,11
955,"Nova Veneza",13316,13858,14038,14219,14399,0,0.76800001,0.4022,417331.713,31340.62,24
956,Cláudia,10972,11189,11261,11334,11406,0,0.69900000,0.5445,169344.353,15434.23,13
957,"Anita Garibaldi",8627,8133,7969,7804,7639,0,0.68800002,0.5068,80879.889,9375.20,24
958,Tamarana,12232,12988,13240,13492,13743,0,0.62099999,0.4848,147157.472,12030.53,18
959,Carapebus,13348,14753,15221,15689,16157,0,0.71300000,0.4413,1119356.989,83859.53,19
960,Maraã,17364,17450,17478,17507,17535,0,0.49800000,0.6977,83293.948,4796.93,3
961,Coari,75909,78553,79434,80316,81197,0,0.58600003,0.6234,1376423.545,18132.55,3
962,"Novo Horizonte Do 5",4944,4503,4356,4209,4061,0,0.64899999,0.4063,66453.294,13441.20,12
963,"Felipe Guerra",5734,5794,5814,5834,5854,0,0.63599998,0.4856,59098.255,10306.64,20
964,Indiana,4828,4797,4786,4776,4766,0,0.76099998,0.4517,42867.748,8878.99,26
965,Lucena,11730,12323,12520,12718,12915,0,0.58300000,0.5625,78847.527,6721.87,15
966,Ceres,20686,20229,20077,19925,19772,0,0.77499998,0.5312,221446.306,10705.13,9
967,"São Joaquim Do Monte",20489,20683,20748,20813,20877,0,0.53700000,0.5461,113548.575,5541.93,16
968,Iraceminha,4253,4151,4117,4084,4050,0,0.72200000,0.4362,66070.282,15534.98,24
969,"Água Azul Do 3",25061,25954,26252,26550,26847,0,0.56400001,0.5260,194843.068,7774.75,14
970,Colares,11382,11607,11682,11757,11832,0,0.60200000,0.5657,41244.094,3623.62,14
971,"Planaltina Do Paraná",4095,4126,4136,4147,4157,0,0.70499998,0.4313,58223.835,14218.27,18
972,Coromandel,27551,27581,27591,27601,27610,0,0.70800000,0.5130,553106.932,20075.75,11
973,Soure,22995,23906,24210,24514,24817,0,0.61500001,0.5322,93034.832,4045.87,14
974,"Barra Velha",22403,24465,25152,25840,26527,0,0.73799998,0.4481,385356.909,17201.13,24
975,Humaitá,44116,47512,48644,49776,50908,0,0.60500002,0.6751,251339.845,5697.25,3
976,"Alto Alegre Do Pindaré",31028,31283,31368,31454,31539,0,0.55800003,0.5850,124182.405,4002.27,10
977,"Cardoso Moreira",12540,12524,12518,12513,12507,0,0.64800000,0.4698,119597.901,9537.31,19
978,Igarapé,34879,37891,38895,39900,40904,0,0.69800001,0.4759,412552.399,11828.10,11
979,Portel,52166,56403,57815,59228,60640,0,0.48300001,0.6523,189751.081,3637.45,14
980,Schroeder,15316,16668,17118,17569,18019,0,0.76899999,0.3450,241307.255,15755.24,24
981,"Vargem Grande Paulista",42946,46025,47051,48078,49104,0,0.76999998,0.5199,750867.537,17483.99,26
982,"Tibau Do 5",11402,12498,12863,13229,13594,0,0.64499998,0.6049,80788.839,7085.50,20
983,"Serra Branca",12971,13180,13249,13319,13389,0,0.62800002,0.4863,67052.879,5169.45,15
984,"Marechal Cândido Rondon",46799,48537,49116,49695,50274,0,0.77399999,0.5416,1045072.976,22331.10,18
985,Arealva,7842,8021,8081,8141,8201,0,0.74400002,0.4514,134358.227,17133.16,26
986,"Itapuã Do Oeste",8561,9083,9257,9431,9604,0,0.61400002,0.4771,94117.422,10993.74,21
987,Pacatuba,13137,13617,13777,13938,14098,0,0.55500001,0.5862,146196.387,11128.60,25
988,"Cícero Dantas",32304,32715,32852,32989,33126,0,0.58499998,0.5391,137390.623,4253.05,5
989,"Manoel Viana",7074,7098,7106,7114,7121,0,0.65499997,0.5256,112574.528,15913.84,23
990,"São Pedro Do 5",16371,16186,16124,16062,16000,0,0.70899999,0.4909,213931.270,13067.70,23
991,Varzedo,9121,9255,9300,9345,9390,0,0.58600003,0.5237,46963.422,5148.93,5
992,"Cunha Porã",10613,10728,10767,10805,10843,0,0.74199998,0.3870,242248.681,22825.66,24
993,Augustinópolis,15965,16865,17165,17466,17766,0,0.67000002,0.5309,101642.187,6366.56,27
994,Ressaquinha,4686,4725,4738,4751,4763,0,0.68300003,0.4290,95245.399,20325.52,11
995,Ubirajara,4429,4511,4538,4566,4593,0,0.72700000,0.4219,56562.810,12771.01,26
996,Pacoti,11607,11810,11878,11946,12014,0,0.63499999,0.5105,55036.115,4741.63,6
997,"Pajeú Do Piauí",3366,3508,3555,3602,3649,0,0.55900002,0.5998,13107.792,3894.17,17
998,"Juazeiro Do Piauí",4757,4827,4851,4874,4897,0,0.56999999,0.5109,21004.503,4415.49,17
999,Rodeio,10914,11074,11128,11181,11234,0,0.75400001,0.4301,152826.596,14002.80,24
1000,"Santa Terezinha Do Progresso",2896,2740,2688,2636,2584,0,0.68199998,0.5659,37868.888,13076.27,24
